efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	114	17	less
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	151	16	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	65	9	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	71	6	less
4,964080441	0,620510055	1	168,7712769	21,09640961	84,15408715	5,52207248	0,69025906	1	3,809080603	0,476135075	1	8	156	26	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	13	5	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	118	12	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	123	14	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	127	14	less
4,805938937	0,686562705	1	153,8040508	21,97200725	84,15408715	4,759413002	0,679916143	1,016729813	3,847095415	0,549585059	1	7	125	19	less
3,669819118	0,917454779	1	138,6811908	34,6702977	84,15408715	2,825324878	0,706331219	1	3,323001485	0,830750371	1	4	138	20	less
3,3472879	0,836821975	1	150,5530976	37,63827441	84,15408715	2,157884435	0,539471109	1	2,887744419	0,721936105	1	4	151	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	37	5	less
4,407095351	0,734515892	1	173,3473212	28,8912202	84,15408715	3,108232923	0,51803882	1	3,836262284	0,639377047	1	6	159	22	less
3,3472879	0,836821975	1	150,5530976	37,63827441	84,15408715	2,157884435	0,539471109	1	2,887744419	0,721936105	1	4	115	17	less
3,3472879	0,836821975	1	150,5530976	37,63827441	84,15408715	2,157884435	0,539471109	1	2,887744419	0,721936105	1	4	139	19	less
